N,P,K,temperature,humidity,ph,rainfall,label
115,47,42,28.90485720855634,86.22207083411988,6.561388768057267,249.8233898647104,Rice
108,52,39,34.572507475006624,97.65444026797097,6.008680672525872,213.86228430053745,Rice
120,50,60,33.09834717979672,97.4583317866748,6.6372160284069,230.48466946041037,Rice
89,45,53,21.722053660946905,86.6045011850341,6.092526416425384,298.45215152559354,Rice
116,59,48,25.633965884368397,86.30144920773888,6.2003816594407395,288.9946704059764,Rice
85,36,60,22.40865340401104,95.4359662369712,6.198312761987603,212.51688386971426,Rice
110,35,45,23.13541294040194,89.348598091444,6.432733750201994,257.90948292882905,Rice
109,38,56,33.897793129207344,80.26305797880953,5.640522912172522,237.3311827394108,Rice
85,37,49,29.969240856955036,98.09996356427969,5.519773665379687,216.42024458420678,Rice
119,50,57,34.29265585878707,90.5742942119997,6.737961246711745,294.710814212059,Rice
108,54,56,21.505979947528143,93.79357477060908,5.961498011225295,261.35779736553314,Rice
115,42,54,30.138045947078517,88.26822471177265,6.80866094353474,208.13451307085492,Rice
97,38,45,20.451181008177464,87.04685761663774,5.658698912712779,273.3479060649108,Rice
91,57,50,27.178165349308177,97.01473318991498,5.660959851093978,242.33642442435794,Rice
115,51,47,30.451770156033653,86.66638915444317,5.807454594693675,288.1052260656578,Rice
82,40,43,30.24306770144398,94.86022003581789,5.748859930155476,245.09431898769748,Rice
99,42,37,21.887420168364454,93.41453609796291,6.748423719570316,281.54418310866674,Rice
116,50,57,26.188799984964756,86.5452941320748,5.275971463794484,270.9880233311659,Rice
83,53,39,30.02881039630646,96.31018413841508,5.093226548562726,278.0712523860891,Rice
83,58,37,23.27298530775565,87.0725479139189,6.752882224439469,211.66064497009847,Rice
87,53,51,21.81825450040768,82.44948963396456,5.1466140078279485,216.73257031463484,Rice
92,50,37,24.16688443499319,80.57653871414979,5.457405937423625,254.4743224317589,Rice
118,43,35,24.498851792757534,90.1933378486753,5.4213477371651555,201.50319085333422,Rice
83,50,50,23.212795100098035,82.72832829043662,5.25211757058517,281.8809148244909,Rice
106,43,58,25.299725826107892,94.34122194980807,5.115753394645148,234.52366070041074,Rice
101,58,49,33.55063121292908,84.556338791711,6.236615289335368,220.87591127591946,Rice
120,48,41,22.64014057184275,86.89517910708035,6.258518838752756,218.15419099943617,Rice
106,39,52,33.23699530373654,92.84821965096255,5.175462527919011,258.4098780852832,Rice
108,39,35,25.98006798439978,81.62723110091656,5.861682014503892,274.28295587961424,Rice
89,48,42,28.281233066806948,97.77997806609129,6.413433018868348,292.424486961915,Rice
112,45,48,32.00328753443383,99.65015286324898,5.703722112462883,229.31462074424957,Rice
80,48,57,30.49245872411705,86.07577229872794,6.04399246511013,209.5069996505622,Rice
113,39,45,30.544551270555573,85.01341073841999,5.522386805013953,284.8639001854632,Rice
106,53,56,31.08443863183401,96.9884660564733,5.644217001358928,282.5120422914525,Rice
113,49,39,29.655658391814477,92.61227815999916,6.88355621970835,238.17576404537812,Rice
116,53,58,24.48829524108487,87.18909432344046,5.4205730233821585,244.03151369553723,Rice
97,48,38,20.714979581504352,83.80370428704275,5.9257583823440205,298.53828113471366,Rice
96,36,59,22.399331196602013,90.8170042406842,5.012769068826114,296.8412710336162,Rice
87,60,55,20.273775264411125,98.33084250991004,5.277346940753941,245.99575109279436,Rice
84,44,46,25.206302989012784,96.68969001631673,6.644428950083958,238.20952507719397,Rice
115,50,51,25.072782862751065,96.66022517592654,5.901857259823565,295.87462705138415,Rice
112,48,38,34.36398609277042,93.72295924640143,6.015187099616259,283.2503033654592,Rice
111,39,37,32.96721603169718,80.24380483834706,6.66155637110964,274.49787544537907,Rice
116,49,41,32.116801622992206,88.84967559541386,6.998919542957736,220.91175033881765,Rice
98,60,35,25.947038558792528,94.11828856236222,5.570913335748603,238.78033882536295,Rice
111,44,46,34.247498568954725,97.76208639778848,6.50382321618992,217.94341365155714,Rice
98,48,52,31.149686156323213,91.51865685098107,6.443915156216082,225.83552620626952,Rice
86,43,45,32.00487797652939,92.8959506095515,6.572219835532113,270.48479384660754,Rice
107,44,56,26.308931042656894,96.7680906516049,6.74524871780633,250.8165254051955,Rice
112,53,57,32.504889475563076,80.96045497857084,5.463297015895843,263.32300594496155,Rice
89,44,48,28.17614492520527,91.79556381307177,6.645125211054877,297.4793336467712,Rice
103,40,43,31.115830770873778,89.36245200099813,5.150962656728169,251.5799417508353,Rice
88,46,50,28.427202784771822,87.97140010622638,5.830777465034329,286.20496549635953,Rice
106,41,43,34.151532621532525,82.18743459601724,6.533970711651194,298.86087673433036,Rice
113,52,57,28.868188250968323,84.20630002947642,5.503850950828588,238.17438877666063,Rice
104,51,37,32.07286935742905,87.70393042324123,6.7160830330041,259.56150449408983,Rice
110,44,39,34.21618296916044,89.53396851038968,5.589967336590607,206.97790743272472,Rice
95,54,43,24.867669242123352,91.13173657479354,6.055771643607665,213.910804745688,Rice
95,46,45,25.918421943205107,88.68306275925633,6.724636604864875,274.0164033336398,Rice
85,45,35,23.183009012149043,93.4532004707051,6.068997797104098,222.49193270605875,Rice
100,48,49,27.498346663482934,80.56484413245342,6.336378276460058,268.62778714906443,Rice
116,46,44,34.820850375050426,86.03761966097463,5.045895706785932,238.97318429645745,Rice
109,39,41,29.786080655818658,80.65514567692122,5.616965057251853,220.67155031163477,Rice
111,44,48,22.7457697367203,90.92714519864595,6.627278864212252,289.34210573843995,Rice
84,55,58,29.99332310917844,80.15969793942146,5.0419495797236085,290.4642059249023,Rice
86,58,55,32.34733626901194,94.91413818262137,5.217981274172553,249.99276863053052,Rice
112,37,41,29.487898629607145,80.1842261223759,5.0351827316201,287.35584700443445,Rice
107,44,40,22.001035570246284,94.65277403112154,5.061742034079892,228.0578153955618,Rice
95,56,46,34.788294659306565,84.77219180200937,6.142083216868442,279.69015219379025,Rice
109,55,45,27.833320312232882,81.39044188273974,5.488316855441691,206.79034077624888,Rice
111,47,52,22.291386136691848,97.29027453263093,5.229879952469192,207.12031279240577,Rice
104,48,50,21.448238232745588,97.09903739537486,5.562162715332409,298.5104499446708,Rice
106,42,57,33.58413548317337,82.02220405899634,6.754416309302625,295.2596586465588,Rice
115,40,44,30.550077763613025,91.17345491144954,6.169423391520159,208.8600968126745,Rice
99,46,46,33.89134418715403,92.30789288618637,5.3730859556040675,220.2040756232945,Rice
82,57,40,21.680942427584895,88.19949828736384,5.198272541395267,283.97745153455935,Rice
80,35,42,24.229408898659468,98.79406901000299,5.521333118199964,292.6592275721236,Rice
88,38,42,24.06929891908365,86.63460549788891,5.4177487363361045,286.24466389227337,Rice
84,43,52,32.01218274756513,92.2410113481618,5.826784221499784,244.15376360690414,Rice
89,54,44,29.1677881070928,92.10165467390432,5.68055086827135,237.85537938946513,Rice
114,48,51,29.180727021035338,80.41382216709553,5.517330095660969,292.54889068909745,Rice
113,41,54,24.983710179576203,82.79731345455293,6.720202468128712,297.0066975491678,Rice
84,47,56,28.033750839895617,92.59407500770789,5.732337310229337,217.57224606163732,Rice
108,59,57,33.87441573166795,91.73754299064089,6.132867325150067,243.46720436270684,Rice
85,45,47,21.296509308389147,86.83332086414723,5.058772728984093,209.4836519264539,Rice
102,40,35,24.35011325870378,95.90067020885795,5.590563319171055,201.3456103027419,Rice
100,48,57,24.748005482576147,84.08810274140039,5.30088884400399,287.9450768249666,Rice
108,50,36,27.00060569914534,95.9670069516525,5.535928606348581,248.3325824312937,Rice
101,46,39,24.22415651257139,83.4864933266003,5.27123136388609,218.68676303492566,Rice
105,45,42,31.038620947578266,82.67663082233679,5.1031142249962285,276.02182570893234,Rice
95,37,40,32.86770710044215,98.75141449983708,6.756387264280311,247.12137436189545,Rice
96,46,43,30.09636403307738,98.35933623345947,5.755302474596053,246.6721968876847,Rice
107,37,40,28.187052411629086,89.8867287709528,5.697286655763806,210.95373996951838,Rice
106,48,55,32.31052881476762,98.80834915133299,6.124397910870728,256.72394206582715,Rice
112,58,43,34.37818051334345,91.85210042064841,5.502380006761229,283.452433993908,Rice
117,59,49,32.54771689931851,92.73988615723341,5.761681907967819,265.4352168947556,Rice
85,54,41,21.297404238641562,88.97635652913519,6.596040953455477,231.1335263654735,Rice
104,54,37,25.952754347000287,93.77782075223726,6.666230816374846,252.44368809576076,Rice
100,35,43,24.946859892284003,93.6853281689356,5.7759150481506785,279.5916887889222,Rice
103,52,43,25.29877373341867,93.78547181640005,6.350261037770332,265.83591504555045,Rice
88,35,47,27.6007678464829,84.20423198465723,5.563340832342278,261.9451277808516,Rice
87,45,48,34.790646795590675,98.89452113183353,6.227149632948198,252.564630649856,Rice
107,53,48,28.155773824498674,91.54381512431868,6.655779941042034,226.65278866471732,Rice
88,39,45,31.269765304929386,83.84807254222413,5.865603113047709,290.5939129226554,Rice
96,49,41,24.256478061191515,88.32026323723514,6.3273404829759565,218.63519220150152,Rice
100,57,49,24.98033018793327,94.95247813284311,5.3611628988440225,210.12399785609702,Rice
89,55,45,27.970489096714218,99.1450208395488,5.802587647657526,235.72603683034822,Rice
80,47,53,23.325616560475208,83.76307118916051,5.806309222861799,229.3126923933685,Rice
114,51,47,24.517273957983743,90.28574825014582,5.138674121697619,220.00771750781993,Rice
98,58,46,23.425368832629502,97.82349999757872,6.424841336354858,269.2928179981964,Rice
105,47,55,30.876614342119566,98.20695723611901,6.0201083176838015,212.98646190506713,Rice
118,37,44,23.98748266468362,99.09174652998419,6.64120600036239,271.8065266738261,Rice
105,55,39,26.87480033451616,85.71761281696091,5.791786263639633,289.2657085751519,Rice
116,36,46,28.56698473906762,93.72833757097354,5.846307233199083,299.30893618758705,Rice
114,35,45,28.086587151878454,92.13525900729773,6.197325375177578,247.5847210240676,Rice
114,45,38,28.08689395573736,97.3293413755568,6.708630087461562,219.1630694817635,Rice
84,36,50,26.964572783461165,81.63866040514077,5.4471461269776835,248.18703766677842,Rice
112,58,56,21.647777330321865,96.28150960649289,5.9766923201926465,202.93751837936495,Rice
112,37,56,28.542546424201348,83.60497599214179,6.924021076467551,285.89015182045625,Rice
109,54,59,30.45272778795973,90.02126447452362,5.190747275427668,210.36277262773777,Rice
86,52,46,28.716895549981793,98.46792104269522,6.7624901783701,257.1487760651289,Rice
80,39,42,27.53501857046561,81.90152673628951,6.508258969551987,239.904963161055,Rice
89,43,51,23.6546573606108,85.17593845868058,6.8511409409562205,204.92622286531105,Rice
80,37,60,30.985901757499594,99.4784690913584,6.579052701651154,229.19953399423807,Rice
93,48,43,21.8292983069847,93.56557692555103,5.2885672464854405,215.89331053612108,Rice
105,50,50,21.281546125326795,96.24325960299456,6.206816048127254,264.30131749754673,Rice
102,58,57,21.607129423836646,82.5376283784964,6.575093297047452,299.32904182649315,Rice
99,42,39,21.43264511255075,94.83208599662775,6.565606436664972,256.9988941963347,Rice
114,47,49,23.94652012350649,80.19290921837404,5.007064890519655,261.921531573695,Rice
111,51,52,25.588558599803747,92.47662778368291,5.444801187799949,296.78333592646095,Rice
117,54,50,20.764032630788876,86.66953805079905,6.277043516378731,252.85955400758792,Rice
118,37,52,29.938871216286003,84.08003587360407,5.273913405332357,259.0821405538692,Rice
115,51,40,29.89791153764055,91.27313402684119,6.47236237649962,254.12227400741378,Rice
95,45,52,30.171244356863,83.27572725890967,6.2755482169349275,286.0022840752584,Rice
112,40,51,27.61661977833576,94.32952917448549,6.876346903812559,284.4750425669789,Rice
94,40,44,26.947548308220032,95.05547190674466,6.093694808782023,212.03783946799103,Rice
90,43,36,22.01696456122137,96.69183223352405,5.790494188646502,214.95923413465476,Rice
84,45,41,26.724931999435594,96.1663897197565,6.645687211274993,256.2544451220572,Rice
103,52,39,31.350221625206075,81.2191162718499,5.69510881925809,294.17482598608433,Rice
90,46,43,31.53478471064038,86.27232955242978,5.904646560493747,220.06137529189175,Rice
106,51,42,24.058370811613273,80.88447052608977,6.7643285961575215,244.67540972108958,Rice
119,52,58,23.24950534161563,86.19625853901351,6.931173935768869,252.04433464979948,Rice
100,47,42,30.322224746269157,82.05132591526905,5.125639722268444,233.45788281502922,Rice
119,46,56,26.58465286767327,94.85354477665948,5.775293036585094,254.69394432331868,Rice
109,48,38,22.925490088012147,92.07275406126368,6.318355267826348,249.49498346965157,Rice
105,45,39,30.090002393220107,91.7437738212435,5.429567051374397,207.8845981058978,Rice
115,42,44,31.211028493375466,99.01375174298772,6.775337166645471,285.18540987652955,Rice
100,53,52,34.831968433354746,87.69334979742246,6.950236903549929,200.79458515734163,Rice
120,60,38,33.0460284278045,81.0962183753902,5.64493492723328,281.873924480669,Rice
117,38,46,25.067429431616887,84.21469859467672,5.676247708370491,285.8528435245995,Rice
108,58,48,24.30535276541863,84.45489741769656,6.294145400237842,221.46286003726064,Rice
85,41,57,32.328419855882544,81.19233271520879,6.825132850968005,233.93555064756234,Rice
88,48,60,31.17436831068682,83.89224707515909,6.19884324644813,285.1100298017384,Rice
90,54,42,32.259915123326486,95.02931074632674,6.621603489958755,297.0091151046109,Rice
97,48,48,34.16867474304451,90.01256233155001,6.537548633253993,213.99386335636734,Rice
100,43,58,32.403822046757355,94.53021823429776,5.156665522276571,289.1409115681059,Rice
86,37,43,29.440685804157816,94.94510419964368,5.313324745285598,240.98295390071152,Rice
94,52,39,31.646436136598552,84.25657525570496,6.9220415857375555,253.35674213067156,Rice
96,35,49,33.527251090440764,96.54441687238284,6.803818395895599,222.884216434732,Rice
84,41,55,25.77430478817815,86.98040248208625,5.938648549528088,231.26990761017151,Rice
120,50,57,27.940411352680158,91.8132709308045,6.456837764655788,202.0131861688104,Rice
86,56,35,32.109202659447064,94.05004056695526,6.301830871397008,280.4259512878851,Rice
114,60,45,20.22965317330395,85.41514909959398,5.175910922400447,201.48597887236303,Rice
92,56,49,32.02967232310962,98.49795625655851,5.673380901031042,250.60889062138693,Rice
87,35,37,30.992038537172235,88.36853725212409,6.339471615096566,227.64839324484848,Rice
98,45,58,32.07382674724941,86.93452061816747,6.287716628637166,218.50954938276493,Rice
96,55,55,23.00789120027456,95.95307977218667,6.898514678991425,269.76325652724165,Rice
94,41,55,23.227688166674515,86.30015039363781,6.107242297213362,211.5053197422534,Rice
91,41,56,26.670008281450823,98.40342593761743,6.266425968736222,293.38939220841655,Rice
118,56,45,32.01030107628864,93.81021784677839,5.247745405752122,205.4874282317955,Rice
116,46,52,34.95137010564961,98.38497112844412,5.391546442697505,214.09648043147408,Rice
91,47,44,23.559066066746535,86.46796160235772,5.573865029141349,221.95615647239038,Rice
107,50,58,31.270532297550673,86.76578119935839,6.24789266285789,267.472056720811,Rice
84,45,41,34.99284841615729,81.57964412927211,5.208076778923591,210.76259404005756,Rice
94,35,46,20.978316243579233,83.3463228351725,5.0603749122646615,297.8443892463637,Rice
92,53,57,32.924673832258826,86.99042342402842,6.412424846003768,273.2330332689796,Rice
97,35,59,20.533652627770223,95.28410120613592,5.529329886272269,279.6299365665046,Rice
116,56,48,28.764600430931353,81.82390810100694,6.880398187947176,243.1671610835466,Rice
117,59,46,31.119831405368604,93.52353691796034,5.811470946858734,295.06460551856577,Rice
114,48,58,26.332511604586923,81.38452378728789,5.135928311427512,287.8303186675274,Rice
120,50,52,30.075405279314722,97.6712515622272,6.227435228726741,298.9290384580934,Rice
119,40,38,30.215552318116224,92.62897184979751,5.866220339067331,296.06126375499065,Rice
120,46,60,32.856470207539545,85.84875410933398,5.924816522998033,227.048250760266,Rice
112,52,38,34.8772934002481,97.51010515044607,6.012200477059329,240.96826668271544,Rice
96,54,53,32.487725105801346,82.25248308429077,6.089809750875758,250.6307450067738,Rice
96,45,60,33.09696549787139,88.17425623414167,6.548716659595992,258.1809511984665,Rice
99,37,35,23.07602024990828,83.31764412770575,5.468690731963034,222.14419306691548,Rice
81,45,50,27.989878885363254,95.81351114091471,5.382410627654268,205.89656957588457,Rice
99,60,37,32.33296876135744,85.93138340569894,5.609899250950791,251.37384300683243,Rice
104,41,42,29.047197003672096,86.86153722360824,6.119118375190444,226.25858419754724,Rice
94,47,37,33.310043103084794,95.931265430058,6.264801608043371,279.70676088807727,Rice
84,59,36,31.575628903148335,83.08642300849911,6.439988662397325,280.51122496931555,Rice
97,59,45,32.59685341537252,81.83286040239655,5.738939228960444,285.0713512044254,Rice
81,50,60,32.78864673675714,85.29011672585261,6.927495010828783,216.40105859206312,Rice
95,43,54,26.079735075557696,85.84651946085593,6.035153686002878,214.46832819926334,Rice
98,42,40,34.59513836547861,84.10779005823527,5.598075253557521,200.34982271367087,Rice
105,38,44,24.51578272043022,86.3719000244408,5.735709775659549,231.75675759615945,Rice
106,44,36,33.22907611690002,97.59312061036456,5.389434919305599,225.01837787644402,Rice
85,54,56,24.557649592712533,80.10378732253642,5.647944360515339,204.64698792357882,Rice
113,47,41,26.316377903663092,99.34858316945589,5.290023876711224,239.13647668731292,Rice
98,41,56,28.808353932748567,90.18178280274344,5.068682293976245,249.38633861244102,Rice
